#Upper Colorado Basin Intervening Natural Flows (ac-ft/mon)
#start 1 1906
#end 12 2001
"Colorado River At Glenwood Springs, CO","Colorado River Near Cameo, CO","Taylor River Below Taylor Park Reservoir, CO","Gunnision River Above Blue Mesa Reservoir,CO","Gunnison River At Crystal Reservoir,CO","Gunnison River Near Grand Junction, CO","Dolores River Near Cisco, UT",Colorado River Near Cisco UT,Green R Bel Fontenelle Res WY,"Green R. Nr Green River, WyY","Green River Near Greendale, UT","Yampa River Near Maybell, CO\","Little Snake River Near Lily, CO","Duchesne River Near Randlett, UT","White River Near Watson, UT","Green River At Green River, UT","San Rafael River Near Green River, UT","San Juan River Near Archuleta,NM","San Juan River Near Bluff, UT","Colorado R At Lees Ferry, AZ"
60478,32030,3426,26940,11572,27140,22285,29372,48388,17566,38465,35814,31626,33849,28284,40184,7409,63979,68675,-12237
114781,72180,6756,75206,27409,87841,246859,-50935,97279,8379,50899,200575,52179,55571,36771,5474,6704,140291,89460,-80485
366889,204314,19325,172642,56822,272377,278041,19519,187355,11239,107212,407362,167138,109610,97728,-4875,16684,226790,161304,-119146
828149,513753,51553,350998,91773,307482,208912,91188,516651,12808,176867,551613,198047,245582,185831,26508,66116,259145,221566,144649
525244,218732,19833,145504,33966,143736,67369,48046,390206,11054,32447,208399,45247,71377,78302,80334,21367,35183,76351,322473
206585,72961,7267,48396,5812,50552,29148,-8480,160476,14166,21942,53243,9854,29367,33705,17635,7162,-12874,11048,60390
81574,39112,2024,15941,3043,35630,10950,246,73934,8303,11431,22428,6742,19992,28242,9420,3074,-10579,16251,42736
69584,25019,2314,18964,1016,14505,8675,27298,45775,3537,3072,14330,3938,12225,23874,22972,1840,4349,21370,23462
58705,23152,3706,22603,754,39999,13828,42811,37821,3453,774,15562,3628,25818,23615,32984,13772,27582,49748,39351
59314,26809,4732,18531,1869,42333,7012,14107,33513,3393,-4623,14145,2712,23847,24041,5776,2894,20727,46849,49418
43259,21764,5559,20566,3457,35968,8076,11429,29864,6697,-1651,15779,2838,24763,19111,-3729,3254,19241,65548,30606
45647,21681,4317,17803,11730,26298,12527,-248,28206,6950,4590,15701,4298,24743,15854,-38335,5688,20788,104555,23726
64368,35956,3032,22651,15097,41456,36356,35610,41121,10798,39632,32087,13184,48044,31775,82356,17416,117739,129665,-60024
105744,74218,5992,78814,31348,136837,292733,-2766,89917,12364,45206,167432,54446,65572,44128,83341,11843,366978,301325,-134983
427639,339070,32901,245784,66484,429615,414783,45970,199257,4543,86808,487923,176360,168540,121656,88299,31358,548248,384411,-267528
750367,564537,62246,343759,82108,368065,307146,71404,247384,18152,52266,434447,145515,137111,159894,155682,47064,573735,371725,375137
504619,301967,29825,166649,21382,155635,113969,39269,137839,15783,18759,146397,32087,59543,73202,69215,14390,263753,152084,380879
204165,102668,12874,66369,4994,64784,44524,18741,106881,16420,26040,45846,10145,48722,39336,43281,11948,50804,64701,97718
91069,52456,3766,25461,375,39692,16558,-4646,47045,8519,6550,17437,3999,16653,23486,14171,3314,-8121,19809,53791
79663,37719,3957,23728,114,37716,9848,-13508,37553,2999,5854,13316,8188,24777,17649,15911,834,-207,26841,36666
63046,42819,5002,22780,5135,43082,9176,-1250,27696,3076,3602,18546,6240,21808,25461,10416,4870,14893,24172,52529
62145,43597,4192,21186,7611,39512,8452,-16199,25632,6048,6522,14316,4253,22055,22015,-5011,3969,21611,26106,41947
68110,31160,4641,20883,10027,42166,13202,-1322,25801,6862,17769,14331,7770,30686,21474,17857,5793,26534,51229,33899
64466,39290,5523,20507,10614,34313,17286,-4140,27033,8528,19634,26768,5261,33605,34672,97162,10952,45217,97318,16880
60809,47085,5139,22184,10646,33888,19371,-12115,31387,10378,56599,33039,22512,33706,31374,68649,8626,63235,75641,21747
87917,88548,3418,77707,21248,104777,226285,-53869,104368,44509,89359,172493,107014,60224,37529,-45627,10011,263263,205776,-172254
406406,316871,30847,253786,54500,446581,426675,84565,321146,26026,183962,521415,249329,204765,118371,130296,36554,380867,303032,-123446
718668,549253,69404,392628,63404,342391,320087,75554,381105,6560,124795,401829,140229,330971,140703,165922,99088,476085,380991,201896
399617,220238,23872,136697,16239,127493,99813,34566,253625,22543,51123,106506,28736,100335,51922,82098,28300,95936,120468,270455
151764,79750,7347,49894,3153,50137,43143,8038,98755,13290,23726,38071,5889,40151,31504,8333,11403,9881,32066,43404
73711,56767,4161,28378,2031,26527,23743,16103,56868,12575,10231,19734,3888,43021,27092,45684,17783,36492,65393,53296
62357,48805,3772,25605,10934,3631,13411,27330,40857,7225,12992,15965,6919,26448,25401,21220,7275,8213,24969,25254
57538,36965,4362,23645,8996,37926,11359,12569,37079,5039,11783,14720,8985,27246,24135,42679,6295,25459,20973,62486
53598,33155,4900,22552,9324,36192,10551,3911,33893,6950,12527,12706,5756,33640,24049,34231,4653,20864,17670,45851
48796,32825,3797,16557,9041,24948,9095,8407,28635,10480,5887,12127,4943,34019,23693,12153,4085,18739,19236,34492
36310,28208,2616,16324,7873,7806,7850,14931,26377,9121,7487,14783,7996,27076,21617,20370,4203,16193,18042,25621
37483,32406,3621,21174,8822,9146,11475,6447,41614,8259,22582,23432,15294,21609,22528,19939,5240,20711,23805,1268
68112,64024,9567,33177,20172,33283,51019,-7819,44035,5174,32819,68884,37638,28777,38944,28623,9899,70443,23606,-26818
182368,128288,13719,54772,18710,81382,74800,13252,76506,11565,60099,191437,99399,43636,53352,-18203,15415,110940,47207,-48194
346980,279411,19938,107686,23485,111887,91290,21734,262659,11159,73374,208190,77079,117731,72166,104113,19594,136019,136049,126470
217718,113396,8998,55768,11001,66833,63215,15436,139702,10013,25441,55757,11947,22049,37695,47599,9468,29159,110854,91332
91636,63640,4367,37375,8678,33738,23297,-4603,62173,11068,10928,30493,8177,-5024,25714,14861,6879,4970,46967,42188
70790,60135,5651,25693,8397,62786,25365,8698,32197,10910,8511,17654,4938,19890,27751,26411,11930,14927,60551,36520
61237,55458,5323,22442,6500,52057,31226,12454,34616,5136,3028,21417,16463,33383,34337,59854,7010,76251,65397,41156
44050,41371,4647,21509,6799,45760,15260,18173,30652,3815,6819,17565,9399,26570,24298,31777,4512,34598,30810,47214
55131,36911,3739,18645,5932,32649,11936,10778,30008,-795,3047,19490,9063,30203,22414,19660,3132,17724,27168,47553
46815,38750,4118,18768,-354,39390,8684,-9272,30592,3507,5105,19797,8003,35570,21740,-13055,4048,18373,29799,13114
38240,24192,2986,15494,8237,28360,12039,7298,27043,11171,16702,22763,7311,38708,32459,-25559,4531,22213,41039,-13247
57193,35955,3246,24244,13118,41325,21980,10254,37486,12614,24278,46629,17837,38081,33424,52309,4748,84514,50392,42180
69504,65766,6819,54748,22195,102538,141955,6440,76570,12089,40820,150012,50304,33209,34195,-28970,7483,169031,66789,-101346
324992,241416,23096,172093,52277,302780,225860,12596,252260,8270,110670,431951,204916,177083,104177,38342,26671,291708,140684,-131927
633571,456192,48587,283443,63517,269455,191325,60177,438223,-12613,127667,455276,195038,228895,140940,-12705,70066,272699,219794,136373
505798,287669,28854,143949,25815,139826,96988,63846,515208,20539,75045,208415,69486,88022,86307,101228,26536,74421,132787,309477
233592,129706,13891,95957,12468,96388,80619,15791,236583,18970,40511,60272,16182,36323,46769,53874,18012,70500,180005,95247
114342,94587,11326,70352,13729,95693,70696,3209,97632,9002,30615,28875,8541,41628,38958,38462,13132,120370,125062,57479
104106,76351,8565,44934,15388,80669,36777,18654,129073,2031,43165,43352,11873,92711,36033,67454,-4892,63918,54788,75685
63214,68022,5895,30464,10492,50429,23054,9049,61245,10061,15620,32440,7382,69335,32066,40281,25803,38048,38987,94451
58471,49810,4587,23047,10486,46170,18453,3717,46610,6006,11241,22035,5112,57137,22587,49838,6008,42771,35726,94709
55117,35548,4103,23087,9173,32038,16231,-6178,42538,8335,13899,20789,3189,47735,24112,-64107,5685,36051,36138,13405
47496,31212,3689,20192,8431,33121,17314,-2131,35020,8501,13583,20383,4838,50052,25032,20876,10581,38060,45152,31181
58158,41469,3226,27538,11616,44202,48977,-40,63254,21130,56578,56806,25864,67751,45087,83074,12492,106962,118940,-4432
69361,47564,3936,38868,19293,77614,193855,-14751,116245,33523,89580,110034,44150,68693,36885,11344,14423,164146,145929,-158167
295269,285418,17960,152665,86051,418261,547164,35746,237104,28673,205398,378927,196921,165358,126435,54692,40618,299938,265785,-314738
947073,814861,54805,397770,152168,605515,455540,161658,556819,26177,456766,604269,285150,527912,264976,269133,200845,408450,346829,49851
795619,572898,32507,215878,79333,288742,176021,131105,412346,42429,155717,268963,94888,190808,143915,190573,73243,149878,232030,861710
335906,255426,17266,103704,34541,116210,92843,63938,201227,30332,87729,81966,23519,92868,69996,117933,27636,53395,129268,221058
134540,80779,8624,38023,11774,55034,38800,17240,117207,9934,62888,31683,8220,54751,41007,40810,8975,5494,29018,85430
102881,71342,6409,29432,8566,66955,29512,26761,102237,18213,33255,37593,15852,102500,42803,68116,16681,67819,66257,63100
69214,56126,5674,25972,6997,52869,19794,29770,69972,22209,23113,32886,12223,74959,34501,22089,9936,29408,25812,88315
78187,54815,6483,28633,12954,54927,17885,21344,53347,10797,29206,28225,12627,81140,29616,-12533,7417,34687,38872,73314
41951,47177,5101,23957,13500,36364,13712,1348,49264,2991,36292,27841,12517,36578,22358,-88660,5871,29835,20523,34594
65303,54694,3530,18289,19045,30455,15841,15285,39904,259,39578,25169,10815,44916,25373,-2725,5989,30961,29047,36754
71665,65900,3374,20116,28806,35630,32106,8273,50517,7349,85684,36437,20020,71515,47373,91006,5280,100358,62911,-1034
110610,80501,5795,68555,46638,112062,245329,7869,109555,14440,118470,193749,88117,66265,62301,24090,21676,150036,97124,-162333
766182,662898,47893,529094,221730,621170,622634,-6324,254942,20567,310838,874841,374211,251326,224498,22110,111500,414656,286383,-484677
1027759,840693,70690,461243,189636,421059,257811,180471,395254,15297,183212,665052,281074,176371,272096,197781,159748,214704,223635,357615
643418,539556,44158,229211,74484,187020,119451,123460,324716,25414,95994,241122,68243,112161,135544,131383,62065,50333,138268,523410
305696,204639,20327,117882,28971,94031,67923,99893,173142,20903,75553,82131,26968,97757,82428,110671,29814,53257,121004,173984
164300,130670,12817,52100,27900,60169,43534,22210,85047,10281,38977,45807,19958,67273,54658,43539,13087,38046,76683,110444
120315,114599,13414,45668,22227,84116,33815,32236,92743,1762,26347,47096,17602,69108,51171,76445,17369,81405,53116,62654
105917,85557,8094,33572,12461,61378,23572,28773,63501,3904,19434,43568,15512,55131,34738,49244,11322,45884,31803,102389
87325,73943,6605,27829,13514,55389,23502,15124,36478,2193,18139,37435,12216,57072,38355,-31043,7374,51178,42889,73977
66066,58016,6240,23192,18076,32353,19703,10922,39542,-6707,32935,29633,10649,50924,33945,-6799,5409,36866,41226,39457
66176,49593,4370,20070,19628,29560,14666,9946,32830,-2571,26784,28134,10570,17924,28119,-5247,7113,43665,53665,46278
90119,67002,5394,33308,29016,57958,82422,32171,48122,-2559,69789,66938,30723,64750,39671,153826,11588,177925,73856,-15703
221389,198185,10641,127848,60886,290356,433344,59825,160941,1783,135460,352968,121025,95784,87479,34144,24622,376819,187822,-224433
631843,591891,41276,316725,124272,522815,380975,38380,250676,1799,109297,593288,225847,175644,211659,63110,64364,448613,245704,-162659
694039,654871,58246,356940,116193,288925,256612,9178,214272,10913,64219,354401,96241,118835,177854,139989,57114,433743,313217,292876
377047,271957,22614,137062,28411,133222,86443,84628,158446,6440,47486,105629,26231,49270,84751,131111,28310,107510,156377,251078
167426,136920,9247,65328,12893,63542,54683,43246,78390,5456,12438,53655,13007,-1210,56678,89185,18001,28156,61418,137613
80016,80231,10693,38487,11077,55679,40156,22593,48883,2328,-2686,25409,5964,22537,38104,66195,10943,62462,71448,53279
93380,100586,9447,46065,10623,95928,42694,34637,54494,-2861,18157,44649,14177,37137,47402,54472,9009,76067,64944,68155
88379,75189,7670,32674,14457,57878,24162,53550,46569,-96,10595,42418,16071,39499,40325,10887,7600,49420,50217,77425
75421,58998,7700,24523,17867,47360,19509,55069,45912,-5601,15367,32745,11876,39976,22732,1393,6529,35762,51184,76819
54966,61391,5706,25288,14626,38748,17109,30869,38156,-3571,11433,30532,10642,34697,35233,20421,6201,32952,42710,45739
63898,61802,4807,26036,15603,43109,21625,14968,45237,-4269,58898,61108,33210,54777,78792,26824,9057,55748,59838,19095
105430,80412,6289,43589,17945,98821,96621,28939,99156,2670,65078,128618,39320,57652,44721,16304,9682,118232,76433,-4534
202327,213378,11946,107101,24219,224098,229557,14349,180378,5788,86865,292320,103790,105207,81463,47235,14202,246014,173280,-162197
516598,389743,39166,232549,60466,372508,311073,-5508,301172,-2764,185575,471234,192436,243865,155571,24904,33273,311666,225215,-177767
796361,558661,71998,360123,66485,312271,222328,45078,921336,41532,245444,456011,168320,479562,191466,130577,92671,361577,291046,231109
513852,311623,42577,199108,27243,150128,120163,62269,413409,49942,73719,157618,37092,135268,100206,115330,16852,169713,251510,458454
161898,143723,15214,81573,11128,83869,55558,3117,199283,7659,69646,55517,16083,64062,53042,60447,10052,36339,96566,102737
115267,100725,12289,52711,13642,76315,48936,-5424,83236,8539,30470,40133,10777,47663,39742,31693,3782,76317,116257,88936
115322,97228,10018,48126,17221,99654,49400,43227,73238,6381,35898,48370,20160,62133,47563,43473,8864,132354,115351,76114
94677,69726,7399,43078,15622,92582,61458,27547,60258,2246,11506,44632,15381,49392,39321,30829,7111,125479,117302,102827
75300,66610,6150,26215,13424,66811,37298,17602,37913,2278,2099,26581,9277,45354,32887,36524,4899,56600,65854,101772
45196,54655,6081,22103,15466,53167,23644,-1336,32542,3429,5807,18685,7368,42932,28030,19623,3700,36161,42391,53810
41038,50486,6226,22151,15453,45816,29717,10031,33555,2778,13981,27653,12686,43343,36152,31972,5442,62546,79042,51655
48025,65808,4861,38539,19818,72535,57078,20582,46098,2102,54045,68616,35467,48391,46164,57200,6462,119700,115860,20778
142175,115463,12933,106904,26231,236794,300822,1912,170138,5429,92178,168236,87409,56783,65404,-478,13225,288951,184365,-172110
365563,301998,40382,254945,86294,326535,355113,125130,258333,18040,113058,282857,93306,186152,126115,5616,32578,358344,285096,2970
365966,333669,48634,246614,52937,186489,239535,30211,237141,19927,76987,125100,32822,169324,75036,49490,20537,385149,335050,142946
199098,132368,17237,89742,17009,103923,88210,20555,188372,9315,55484,48622,13965,72949,40699,30902,11490,100142,153904,162018
102057,99179,10567,54696,11014,94837,61513,14107,124992,10313,43352,34701,10204,68662,41475,34632,15257,37134,94404,67678
45464,72230,7310,32617,8956,93371,27861,5799,87556,7424,21521,27508,7219,35871,27688,17422,2757,12840,43507,71080
69648,55333,6809,25557,7083,50612,20524,3779,40826,3181,20140,18729,3253,24910,29629,24377,5738,17428,37340,30126
66348,48995,5571,22921,14695,45401,27511,15745,39710,-1022,5732,20504,6904,30369,30025,32595,8705,43292,98565,68660
55542,45022,4396,20481,14065,37682,16219,-3828,30076,-1433,7941,11632,5504,27679,27642,8806,3758,20063,40150,61317
56203,37417,4613,20136,13737,40310,10383,-24249,25732,-2479,9106,15632,5561,28623,35062,3215,3608,17962,37993,21169
47395,28535,4482,18182,13784,30792,19169,4556,25628,-1232,17599,15701,5503,32880,50008,-9953,8105,26622,59952,16836
69702,36269,4613,27537,19077,36581,38570,8825,39959,3620,54371,22914,25746,43466,48712,105499,7384,66260,59734,6231
124741,58306,9306,52060,25116,80440,104933,-7437,72370,8410,67997,166163,56690,43756,49849,11226,8766,113098,84537,-50375
373370,179359,18057,93014,37798,128640,128728,-36196,136781,484,111179,347808,144252,76104,106237,-24734,22948,161394,115891,-68019
533657,308572,28857,150783,39433,131997,112306,3092,221642,16538,75403,301553,97506,73109,111069,59596,22979,151401,184054,130228
332233,104676,9518,64426,16619,98399,58814,29194,133297,14453,50638,79063,20248,52186,45835,44371,6723,26156,100150,155783
116445,61822,7960,44150,13332,54924,41165,-494,87207,7534,39771,38174,11491,30442,30597,23599,5178,66381,126093,45973
63649,46794,6200,27148,10126,58245,35208,-1495,30900,5478,21094,20717,5205,22235,25336,13087,1038,38248,87047,52610
56889,50896,4346,22959,14972,44645,19171,9462,24237,4295,9199,22143,4799,30979,28246,21374,4554,16793,45245,36781
39699,39035,5404,20490,7071,37307,15142,11858,27786,1487,-5203,15246,5165,20927,27844,9486,4964,19605,34617,36957
46741,35556,1849,17976,6153,33526,15006,11649,22037,517,4722,18898,4979,15129,19774,-3848,3277,18366,35444,37398
44200,36037,2644,21142,3616,35589,12332,5935,22996,-316,8771,13390,5431,9582,21351,16284,3658,19685,33600,16220
41491,31326,3231,18584,4618,38882,15450,13367,21540,-671,13454,11865,5067,13331,23904,22280,4882,30132,45344,13576
68935,43542,3909,38496,11759,60191,81766,19546,49479,2165,59053,62106,23491,28144,46455,51096,6755,135191,72852,-1672
137702,81912,12440,86407,31580,115128,134282,-21450,68070,1281,48354,154107,70766,48271,47340,-34476,9331,185522,91985,-53095
325641,189308,25722,122469,33315,115754,107770,-14592,109475,7735,50129,221365,69253,55194,63748,-13937,13882,164104,115539,-14021
374401,247365,30413,126383,21551,103419,64199,-4449,259638,6685,56205,160332,39866,78804,61167,34919,11710,83074,119715,99843
228914,132587,13037,61059,13486,87254,38262,-16146,211221,12859,50758,50561,15983,64958,30993,13408,8295,6756,91579,74996
125595,77707,8988,50108,5959,59869,31939,2918,109655,6827,33501,33850,12812,33182,29361,8109,8858,10535,90289,53583
66671,45279,5301,18997,9023,45603,16875,-4788,55651,5613,25890,19021,7284,23115,18858,7182,4890,7080,36737,33049
54953,34982,4450,21840,13892,31500,10437,-1280,35413,2719,10641,14043,3827,23140,23209,-5002,3875,23322,38344,31801
60426,35704,3917,17060,3455,41894,6369,12270,37482,1530,13597,15771,4525,26259,24064,26773,3551,10462,16788,42369
50491,32592,3115,14154,5756,38847,3383,-1401,29094,1978,2199,15977,6584,18029,19158,-4268,3172,7252,22123,28862
37322,25349,3624,14814,4579,30006,3505,10330,26090,1753,8887,16977,4573,14236,20264,12990,3409,8680,18248,16390
39341,26874,3167,12759,4785,21888,8593,5041,24344,2221,15373,18502,3088,15759,26229,2996,3687,11047,21955,18234
43076,28123,3198,21529,8582,15978,13117,3093,46430,1958,33908,70379,14861,27877,30763,-3122,4303,25175,19791,70
81275,33714,7454,31678,15539,4678,26715,-18911,83714,572,37640,122602,48112,57377,28839,-11756,5066,79727,25270,-27105
209661,107404,15837,83847,27981,80780,86036,-35730,82258,3593,50028,175999,56734,43881,35514,-17818,12777,191979,117424,-29764
450818,322735,38938,155979,34527,136156,89402,-15131,275660,7165,79769,255090,81517,149407,71031,23959,19710,187627,181743,100172
286322,136054,12546,65967,13564,80574,42908,-7370,219709,8158,56765,67959,19783,62496,32541,43685,6644,51936,97196,107832
107353,53318,5606,41722,8316,58020,31136,-9575,118415,7651,29719,33598,13340,39278,21040,9509,4722,21207,72585,41755
69663,40046,4382,23915,10148,55850,24861,4492,63066,5275,24719,23120,8572,29183,18331,1475,3645,35376,63129,25723
81103,38237,6321,34385,12353,54363,28740,-844,39898,351,7431,23135,5448,34638,25438,8885,4679,60468,82740,37380
51822,29567,5014,31542,5036,38851,11934,19369,41948,-1395,11444,18222,3814,20573,22801,16861,4207,41488,43517,43542
65788,25938,3892,19951,2837,34550,11612,-2422,28125,-3704,3707,14727,3677,15415,17863,-32263,3047,21887,33826,36283
42854,31001,3996,17659,7397,24756,12189,-15091,25522,10435,7713,14476,3021,18718,18296,7293,2888,22110,36297,14350
39853,25440,3240,16980,7711,24244,13838,22599,22340,12394,10774,14425,3987,19676,20745,17959,3843,28348,60605,21462
44793,31287,3886,29278,9882,30283,16259,2034,41497,8335,23270,36396,12888,21513,27419,37632,5151,58459,41291,10515
89817,41618,7354,64145,19320,61459,123665,-19729,69557,6465,28485,85994,30843,25359,27375,-11601,4404,187228,66271,-39798
333530,218468,25421,182378,78305,217296,171866,-61746,150102,3616,70324,334545,109140,67612,86019,-86531,12464,245880,138277,-103379
555920,406922,41586,202972,79904,171448,112929,-30977,395017,22733,174099,320604,84891,162455,106562,52691,40876,168883,173918,168600
329623,188334,16270,92942,35451,102860,48143,-17660,186875,9588,58137,73613,18801,70511,42237,43410,15593,16873,72785,143204
140784,91681,7826,53005,33713,66948,36365,-13606,122910,12776,56911,46654,15140,54204,33777,43506,13948,20090,51180,62867
107425,66753,5942,29945,30329,55268,32853,-13317,74283,3096,30159,27427,8585,55643,25712,37734,11640,67362,85644,49590
46084,45023,3906,16739,15178,42649,14206,-17129,41449,2910,11716,18552,2731,23693,22561,7431,6402,6612,14956,31921
80000,45905,4184,26062,12388,51926,14513,3926,45280,5080,32632,20756,4890,22671,31673,21876,4485,35226,53668,57919
44713,38227,3372,17116,11583,42961,12241,-5979,26367,-3446,16057,15570,2844,21782,19926,-26805,3208,32535,44395,42462
44207,25535,1069,16624,7956,36680,9628,570,21736,-3481,40319,19405,3189,35952,18153,-19077,3033,21451,24406,25862
38698,24240,2696,17456,10229,25625,15033,17643,21799,12005,30830,21303,4135,24848,26738,17315,8273,36658,55448,17757
51593,31707,3530,25196,13094,37464,27089,5229,62776,17869,36408,37460,17512,35757,39151,32115,6275,82916,42763,4991
99769,69231,7761,60391,29877,160630,200478,-56171,42495,5904,51813,92763,40555,35178,37191,-8621,11368,206624,105828,-55964
351406,236294,24782,138220,65348,191186,237897,-76901,127236,7892,70214,259798,74994,52102,83191,-29690,23515,295973,195827,-74809
373187,227180,23485,146241,48501,164550,134780,-14429,115348,7506,40087,132834,37345,36157,49894,62794,15557,186513,184637,149497
246897,137805,14944,83187,17990,104687,58699,-7803,127345,7377,39036,59711,15741,56203,37400,42500,12419,47886,114086,114996
132069,80382,5700,59173,10723,88022,36595,-13645,100043,5775,38409,45288,12062,56065,30154,19732,10693,35918,69271,54004
87476,60845,6972,35933,8013,68391,22176,-7366,50329,4344,15971,31550,6592,39281,26746,16572,5765,23100,56260,59253
56562,47059,5265,24785,1285,63083,14163,-13703,26051,3103,3712,19684,5162,30047,22898,9169,4874,7291,30496,24976
70188,51973,1404,23328,7721,55840,12550,5354,28196,1986,10579,19786,6337,16622,23392,16951,3440,18592,34131,55537
52936,36928,4006,18321,7665,38042,10588,-758,24806,-1069,2041,20390,4204,16746,18213,-16594,3107,20739,29767,30860
42386,34775,4233,21356,8525,32426,16332,581,23887,-576,17449,18932,2760,17136,18496,19531,3770,28947,96990,19605
38023,32145,4033,21369,9831,31412,19330,10349,17731,2715,15510,20466,3176,18097,19799,11449,4153,36522,82523,13825
40973,46881,4769,30187,19849,49556,72757,315,45958,14400,78098,54091,38681,34048,43375,41699,11797,177875,99034,-31655
95319,77573,15303,62666,34234,134169,340660,-134029,65408,916,48946,119568,38114,54065,48820,32895,10307,244105,139386,-103358
505322,497835,30323,322875,116170,606140,593245,-171296,230610,4776,164971,503692,220857,194169,162039,-62306,37309,432079,306696,-271343
755345,569829,60113,344387,88131,376166,290683,-2051,340312,18385,111860,422774,166730,191014,169329,67591,59068,325041,310636,363976
503667,330099,28354,152188,32818,162695,91322,14446,210282,8856,47163,148480,40889,90150,77606,68109,17856,57287,141599,317784
208774,119587,11643,70972,16409,77891,38141,5002,219939,-1168,43901,48134,17768,47887,39230,22184,9714,49552,61128,71401
93647,83029,10128,40855,11572,70123,23946,1319,75555,7533,22577,25710,8153,32432,28802,11882,6488,41930,86480,76260
76074,68318,5981,34020,1705,64458,16227,6572,47537,4752,20619,25013,9639,43003,31209,11305,4844,21783,38241,34778
60352,56824,3676,24748,8342,58676,10837,2051,30572,4451,7200,21890,6632,29203,25619,6109,5815,22802,29761,57579
69754,44561,5007,19557,10292,48962,11004,-5709,25616,1572,14233,20241,5056,31145,22516,-9718,3870,16699,25798,49418
49321,41783,4921,19683,8625,41156,12048,-1746,22407,1207,23448,19139,4653,27725,19692,24512,4490,16036,24090,32512
38447,32964,4650,17936,5941,31233,11976,10363,17112,-493,28993,20500,4667,27842,18803,16154,3776,25676,21822,21978
57322,44649,4750,32250,11434,45598,32590,4778,47980,5003,39884,49959,21228,27645,25920,72610,6471,97083,41940,13925
97998,75173,9450,62762,17284,70004,94610,-25621,66397,1222,43953,105303,49376,37279,30434,-16433,8191,141743,36680,-65721
358932,245952,26737,174274,51303,205936,205718,-86073,194970,7585,69070,276260,103585,88923,55073,-50288,22945,279831,125737,-61858
417749,325767,36857,175295,40795,152886,134227,-32429,170881,12242,44462,153179,34206,65916,41370,76923,19784,217239,191781,175501
205255,107819,9637,50343,12152,98381,37090,-17246,116561,13565,41569,40232,9429,59094,24063,27347,15505,-6273,68942,109366
89684,80358,6882,36904,8854,64808,24867,-33648,96471,12898,38180,23729,10377,71339,17472,25419,12797,-18049,40460,40412
75848,59846,4521,27313,8598,66023,20132,-31838,53145,4068,19715,14907,5159,35789,18363,13336,7330,20226,44688,43542
64695,48093,7644,33592,4774,67298,16773,-11574,33044,6134,17806,12802,7112,42798,23031,37069,9172,33290,45740,33338
52891,44736,5483,23547,6636,46714,12948,5635,26830,359,6947,13185,6107,27001,16756,27715,4530,46537,39165,46461
50637,47612,8028,19130,6852,39053,12740,-2443,26312,-3427,11568,13570,6307,25086,10944,20020,3457,32410,36131,31288
44538,47312,5666,17537,6663,32313,12429,-4002,20183,-2162,17379,14708,6708,32421,11294,19087,4410,25661,33592,23804
34951,46437,3860,20309,4983,32814,14239,-3823,27301,-4119,41656,16022,14319,24629,23289,33084,3948,59745,42053,21023
53985,66595,3169,42694,5255,68900,84450,-17141,72607,10930,46792,42019,20774,36226,23354,30660,4811,192821,88873,197
52107,68893,2404,51246,21607,82542,132493,-55059,52266,2950,43124,65628,25924,34782,27148,3265,6173,128776,50753,-53983
216527,196317,17188,178888,84352,332772,281312,-40852,85484,9648,84933,369204,191551,97108,94257,-147296,14835,229131,116442,-152449
786610,731130,86388,503414,137410,529544,340433,22354,459761,7517,222975,620599,261352,380711,204720,87186,73917,451397,349677,92245
738930,651888,76166,343760,76782,342654,165566,-7607,482891,25258,157457,320108,97037,342198,158548,85038,65462,225797,251853,677722
301706,244001,27279,125521,28759,120897,59953,-20702,165199,16887,53700,67594,18319,76875,45751,79507,17341,19067,90541,161855
93529,122978,12353,52517,13132,68096,31636,-43230,75586,8532,19773,23950,9290,32787,33849,33931,11181,9,56277,68914
88525,90158,8242,37196,9743,84022,21005,-6473,43801,2492,17252,32651,17438,29993,34804,24873,9454,17457,34481,55024
73564,64924,7785,32964,8609,67994,13494,1178,47542,-3518,26326,32771,15633,27241,29134,-5647,6506,15627,28648,59456
51576,57865,5574,25059,9305,50235,11700,-1675,26749,796,21542,28163,9836,30867,24568,-1642,5647,13172,27338,67982
54104,44968,5460,24381,7168,46330,11629,10902,19425,19753,3505,24345,6931,44403,24321,8825,5147,13407,26109,31145
54807,56244,4893,27409,3386,50027,15085,7808,26182,6296,30492,20480,5487,51376,24091,55343,5449,20124,22820,23074
63536,47641,4990,34452,11868,41651,16872,-3606,50433,9487,39296,80010,11652,50801,30378,10994,6997,22275,19402,3104
176374,99553,9845,101666,38039,94689,65892,-10635,95050,4835,59972,278779,57806,47269,48964,-48442,7519,57363,23452,-98600
633442,383447,47733,316763,82016,216803,151449,36830,205353,4062,118606,573796,189844,162093,123187,-75988,35581,132857,128169,-95853
742737,475679,51003,231563,46524,127680,59640,10855,560747,19664,135138,434551,129305,180393,120639,12523,41899,3281,98804,135085
351938,193140,20025,89987,13190,97664,42334,25688,322133,35973,63416,128788,26088,87264,61909,79649,10837,-6234,95920,268525
135818,82597,10597,42100,-113,70906,27244,-15033,112024,8611,49505,51398,14170,26500,36389,10052,4352,-28455,43708,51404
81207,63952,7267,24485,3745,58308,18734,-4049,45748,2555,24681,21161,9831,24031,29004,8617,6301,7383,49750,42891
